mensagem,odio
colégio ser maneira,0
futuro parabéns,0
Dólar 419 hummm Dilma sair,0
estudo garantir negro branco pardo respeito aparentemente vc,0
bom escola parabéns presidente BRASIL precisar reforma sentido Querer BRASIL,1
pena vaga pra aluno,0
bom pena escola ter mesmo qualidade aluno direito estudar escola qualidade,0
quesito filho militar sair frente vaga garantido,0
História deputado Eduardo Bolsonaro,0
querer Colégio militar cidade,0
Foto lindo,0
orgulho colégio militar Moro Manaus filho estudar Colégio Militar ter 11 ano hoje homem valor princípio neta tar formar Colégio Militar amar escola mto orgulho,1
pátria querer envolvir inimigo paz guerra Defender terra perigo ânimo forte preciso Enfrenta morte Afronta lavar fibra herói gente brar Bandeira Brasil ninguém manchar varonil consentir Bandeira idolatrar Altiva tremular liberdade estrela brilhar,1
exatamente q escolaspede pro Capitão colocar vigor abraço,0
Linda imagem futuro Brasil criança,0
verdadeiro futuro bom jovem,0
Perdi algum amanhã terçafeira audiência governador região Amazônico ir abrir caixa preto Transmitirei via LIVE reunião,1
presidente reeleição Bolsonaro,0
DEUS acima,0
daDIREITA,0
colégio militar espalhar Brasil,0
ir abrir colégio militar Goiânia,0
gratificante filho Colégio Militar Muita diferença Venha conhecer IICPM puder,1
Oiee poder divulgar,0
conhecer Escola militar formação jovem,1
lindar adorar,0
querer cidade ter escola militar,0
mulher orgulhar,1
Brasilllll,0
lindo criança trajar,0
Lindos orgulho,1
farda lindo,0
gostar q ter colégio Brasil,0
QUI legal ver câmara visitadaLINDOS,0
dera colégio poder militarizar,0
existir escola de ele bairro Gonçalo município Gonçalo abandonado,0
qui lindo precisar educaçao qualidade paiz graças presidente acontecer,0
cena esperança jovem,0
ir voltar pauta,0
Lindos colírio,0
orgulho olhar postura de esse aluno,1
sonho filha estudar colégio militar lindo menina menina avante Brasil Bolsonaros,1
colégio militar dever estender País disciplina Patriotismo Cultura ensino qualidade,0
ok colejo Militar estilo categoria,0
foto ficar bonito,0
Eduardo bolzo eleicoe ir nomear perfil técnico embaixador estudar historia Internet hahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0
médico brasileiro formar nadaaaaaaaaa,0
filha estudar colégio militar vida pré sinceramente bom opção fizemos orgulhar completar educação de ela ordem disciplina,0
lindo baixinho,0
Colégio Militar orgulho,1
Brasil ter mesmo educação oferecir Brasília aliás oferecir Brasília raspa torçar educação bom estado,0
amar,0
filho estudar CMB bom colégio bom ensino Brasília,0
Lindos aluno Deus abençoar Futuro Brasil,0
polonês coragem lealdade mundo amigável gentil ótimo experiência conviver polonese,0
filho tirar foto contigo atenção,1
parabéns Alunos,0
parabéns lindo,0
Abra colégio militar Gabriel Cachoeira cabeça Cachorro precisa,0
aluno amar,0
ir Brasil lir,0
diferença Deputado Eduardo vc pra irmão Flávio depender eu vc embaixador Estados Unidos,0
diferença,0
crer ir 90 escola passar administração militar Ordem progresso,0
precisar colégio BrasilParabéns,0
orgulho CPM estudar colégio militar interior Bahia valor corporação passar vc família extraordinário,1
futuro presidente Brasil,0
trazer colégio militar pra Resende,0
Tomara ter aprendir nazismo,0
Relembrando carinho Qdo filha 2 estudar CMBH bom escola BH,0
tirar foto estourar ISO legal rsrs iniciativa espetacular parabenß,1
EXÉRCITO BRASILEIRO,0
ATENÇÃO CCJ CÂMARA VOTA HJ PEC 22616 PCDOB INSTITUI ATO REVOGATÓRIO POPULAR PRESIDENTE GOVERNADORES PREFEITOS BASTA DEPUTADO PAIDO POLÍTICO REQUERER CONSEGUIR 23 SIMPLES TURNO POPULAÇÃO VOTA RECALL eXECUTIVO,0
opinião pegar contribuinte 1 real luz águagás teríamos milhão Amazônia brasileiro estar contribuir oque Amazônia,0
Querer colégio militar cidade,0
lindo parabéns,0
de aí pedir soltura condenar,0
Brasil outro escola público ser colégio Militar,0
ano lavei farda de elas orgulho,1
valor família lapidar COLÉGIO hoje cidadã bom qualidadeGraças DEUS,0
ORGULHO COLÉGIO HÁ 33 ANOS FILHO HOJE TENENTE CORONEL INGRRESSAVA 11 ANOS IDADE CMRJ,0
Lindos orgulho filho estudar Colégio Militar Brasília,1
Força fé pRESIDENTE,0
audiência programa,0
maaaano,0
presidente muso vegano,0
assistir amer Haddad dia chegar sucesso mudança hábito ser presidente pica galáxia país,1
bobagem Glen ñ precisar proteçao ninguem flavinho,1
vc entender,0
Vc gostar acabar falar,0
Fernando ñ enxergar realidade,0
achar q vc chamar pessoa errar ñ,1
parabéns diálogo,0
ir discutir instagram vc respondi curti q falar fuiii,0
fera,1
Ameiii Maravilhosos,0
ser presidente ser vegano,0
Amei brusinha representar caminhoneira Brasil amer,0
conformo presidente atual,0
Bate papo pessoa sensatasque enxergar óbvio tbm frente parabéns,1
chamar q rolar encontro ta,1
Haddad esperança Brasil bom,0
ok crossover imaginar,0
hoje chegar casa ir abrir gelado assistir,0
SAÚDE JOÃO gordo Batendo papo amigo PRESIDENTE HADDAD,0
Urgente Lula livre Haddad presidente 2022 Ja Brasil,0
alá inocente injustiçar,0
Vou assistir pessoa gostar,1
falar Haddad resistência Tô precisar troca chuveiro hahahahahaah dia,0
ser humano incrível querir,0
dia futuro presidente Brasil,0
João Gordo falar professor tristeza lembrar dever presidente,0
Saudades Haddad saudade,0
ligar galera defender q engraçar,0
Opsainda instância,0
dia professor futuro presidente,0
ah,0
Melhor episódio vida,0
amer presi,0
querido,0
imagem gerar Esperança,0
João Gordo personalidade forte muito tv abrir,0
príncipe Futuro presidente Brasil,0
Haddad 2022,0
genial dupla foda,1
amor vida,1
MKT pessoal Relaxa ombro Haddad defesa Precisa aprender baixar tensão entrevista maravilhoso,0
Lindo anjo,0
ah ameiiiiiiiiiiiiiiiiiiiiiiii,0
posicionamento Amazônia,0
ENTREVISTA PERFEITA,0
puta entrevista fodo Adorei,1
show bola,0
honra professor,0
AMO GORDOOO vc tabm haha,0
vídeo animal gente inteligente conversar,1
entrevista show,0
Deus haver permitir Sr 2022seja presidente façam fazer Lula,0
bom episódio Panelaço,0
panelaço,0
saudade gente viver,1
professor,0
,0
ver pensar estaríamos viver presidência,0
2022 estar professor vc cara,0
Tô assistir professor presidente,0
cara achar incrível,0
assistir,0
noite voce muito competencia pra presidente professor,0
Prof Fernando Haddad Deus abençoar noite,0
presidente admirar,0
futuro presidente,0
AMAR,0
falar hoje mãe ficor feliz recuperar,0
professor estar contigo amar,0
compartilhar conscientizar população URGENTE,0
mostrar prova inocente,0
panelaço,0
Graças Deus João casa Abraço pessoa incrível,1
juntas causar,0
Ohhh lindo Adorar,0
tá hora gravar vídeo cara Galãs Feios,0
acontecer João Gordo recuperar,0
Q top Haddad professor gênio prefeito capacitar pra presidente etc cara q achar q indíol jogar fogo casa de eles mesmo,0
sentir,0
Haddad pra presidentenossa Amazonia naoestario morrer louco fazeoque,0
Veganiza Haddad,0
dahórar Vou assistir,0
pra ganhar eleição prender Lula prova,0
programa pra hoje noite,0
percor,0
massa querido Haddad pena presidente,1
caráter pessoa família maravilhoso,1
conformo hoje professor presidente,0
tar saudade postagem amar professor,0
Fico feliz João Gordo valer pena,0
tô esperar pra torrico deixar spoiller página de ela haver,0
Haddad morar Russia chavinho Haddad morar Lula,0
aiiii amo vcszinhos,0
Lula livre Haddad LIVRE,0
encontro,0
sensacional,0
lindo,0
falar Haddad presidente,0
Glória Deus recuperação João Gordo,0
Haddad presidente Brasil 2022,0
parabéns querido Haddad capacitado inteligente,0
óia perfeição,0
haver João Gordo,0
Haddad Lula soltar mão ninguém,0
Haddad pro veganismo ir salvar planeta 3,0
programa pra hj,0
Uaaaaauuu maravilhoso HADDAD,0
homem ser presidente acontecer miséria,0
Sozinho seguro firme mão,0
bolsa desabar ruim pra Argentina d,1
vencere Brasil,0
vinr ermano,0
vitória Cristina,0
Roraima sofrer imigrante venezuelano,0
referir invasão imigrante tom preconceito combate fake News,1
presidente top rumo crescimento,0
natureza camarada preconceituoso impressionante,0
tar ofender país amigo,0
Melhor Jair acostumar,0
argentino morar Buenos Aires muitas pessoa gostar Macri ficar contente resultado eleção mau presidente gente Força,1
igual brasileiro fugir Portugal esquerdista tar rolar alta,1
mau ouvir de ele chegar estudioso especialista Brasil acreditar Deus massa manobra Pagar viver preço achar passar caverna né,1
vitória Cristina,0
Uruguai né,0
Vale lembrar q vitória ser Cristina ser primeiramente Alberto esquerda Cristina diferente líder de aqui egoísta soube ceder humildade reconhecer alto índice rejeição colocar país pessoa partido saibar aprender,1
America Latina voltar Viva Argentina Viva Brasil,0
Hahahaargentinos dar banho inteligência votar esquerdamelhor escolha,0
fé esquerda vencer,1
ir viés ideologico,0
Esperar vitória,0
irmão argentino pro Br pessoa chamar irmão vir pro país comer ver café manhã almoço jantar,1
Cristina em eles,0
Dálhe Cristina dálhe Manu Lula livre,0
Manu argentino abraçar,0
lembrar multidão pra Cristina CLACSO Lembra tristeza rua energia lindo Fórum Esperança Manuela concretizar Argentina dar força pra esperança incendiar Avante governo progressista América Sul,1
Tô começar achar k Ngm falar q tratar opositor vejor indignação rede social pessoa anestesiado,1
Manu,0
vivo esquerda,1
Queridos irmão brasileiro ninguém Argentina esperança voltar país esquerda voltar esperança ser esquerda bom estar viver 4 ano Macri suficiente,1
Argentina arrempeu colocar,0
entendi preconceito Roraima,1
vir Los Hermanos afinal maravilhoso hoje quase Alemanha termos desenvolvimento solidez econômicosocial,0
Manu salvar gente,1
Hahahaha virar Índia elegeur,0
amanhã 13 agosto ir ruasssss,0
ir torcer pra,0
vencer,0
preconceito frase,1
Brasil EUA ser diferente hahaha,0
pra de eles Cristina,0
Tramp perder bom,0
ir respeitar argentino merecer respeito conhecer próprio história saber fazer,1
presidente comentário Depreciando,0
contrário de aqui argentino acordar,0
Melhor legenda história,1
sinceramente dia mau brasileiro ir morar Venezuela olhar situação,1
governar Brasil bom Esquece esquerdafaz melhor,0
brasileiro,0
achar meme putz,0
incrível palavra carregar ódio preconceito virar aceitável Dormi hora,1
Morri ja frase HAHAHAHAHAHHA,0
Argentina top gostar gostar morar fronteira Brasil Argentina,0
venha l o hermano Adoroooo,0
Tá fácil brasileiro começar migrar pra aliás fazer Portugal diga,0
Viva Argentina,0
bolsa despencar argentina,0
oque ave Rio Sul Roraima kkkkkk,0
comentário avante vitória Cristina Argentina ler esperar Caim pacote fake vir ai,0
bastar rebaixar enfermeiro,0
infelizmente eleger residir Brasil,0
Hahahahahaha mano céutá foda rir nervoso,1
Manu cê ícone,0
patriotismo partelos Hermanos cultura demonstração,0
VAMO VAMO CRISTINA,0
Força Manu,0
ai dera,0
esquerda resistir,1
bolsa Argentina responder primaria 30 queda hj,0
falar Paraíba esperar de ele,0
ja resolver problema desemprego de aqui,1
ir torcer dentista novamente,0
vitória pertinho,0
Eita bolsa valor despenca 30 notícia Desejo sorte argentino vcs ir precisar,0
ser presidente Munuelinha,0
Manuela estar q feliz acontecer Argentina admirar Muitoum beijo Cordoba Argentina,0
conseguir falar preconceito ofensa,1
ah pronto hoje dia falar,0
deus ter piedade argentina,0
Brasil entender Argentina RS,0
social constituição 5 achar nome dar direito fundamental,0
hermano precisar vir ter ser época atual Macri primeiramente quiser vir gaúcho receber porta porteira aberto,0
Vejo alimentar escritura Manuela prestar atenção fala presidente deixar enganar tirar conclusão próprio,1
Argentina ta cheio brasileiro fazer faculdade graça ensino qualidade morar Argentina educação super humanizado filho estudar amar escola Brasil competição obrigação vestibular acesso universidade ridiculo escola privado nome aluno,0
Vitória Cristina Respira Argentina,0
novidade frase entretanto poder desistirresistência persistência,0
perder ser Trump,0
achar intervir eleição argentino,0
sul argentino tirar féria,1
Dálhe Cristina,0
Tomara sinalizar começo ideologia neoliberal América latino,0
fácil contrário,0
Prejudicando ambiente,0
mercado reager movimentação político caso procur queda bolsa Argentina taxa juro,0
volver ir volver Brasil aprenda vizinho,0
tentando entender Argentina RS proximidade geográfico,0
correto observação,0
vejor preconceito,1
ficar Roraima,0
perceber propagar projeto contrário de ele falar bom,0
vitória AlbertoCristina,0
decidir eleição vizinho,0
Deveria procedimento dentário dia,0
mau ganhar ter perder dever de ele respeitar,1
capaz acreditar,0
Europa práticar capitalismo governo precisar praticar,0
rir chorar,0
eleger senhor,0
Aguenta mulher comecar kkl presidente,1
tratar estado vencer Roraima imaginar tratar localidade nordeste,0
STFtudo BOLSONARO ser aprovar,0
Bolsonaro vetar integralmente lei mordaça MP polícia Judiciário,1
adiantar veto presidencial,0
Fazer justiça Senhor,0
inacreditável,0
notícia falso estatística,1
jornalista folha globo punidos,0
haver pra reverter,0
julgar fake news problema,1
zambelli apagar post pq,0
video denunciar fakenews util post confunder leitor afinal derrubar,0
falar,0
Congresso senado STF perder respeito brasileiro,0
amedrontar poder aceitar Vou continuar postar normalmente,0
lei mordaça,1
texto Deputado Hélio Lopes manifestar,0
Agradeça japa,0
cadêr PSL apoiar presidente Congresso jogar partido Acordem,0
acontecer,0
acontecer,0
cadêr democracia,0
ser notícia fake vir anexo roda pé fake kkkkkk,0
Carla confuso publica pra trecho lei falar punição,1
achar verdade prevalecer sempreacusou provar provar pequeno equívoco senãofalso achar ruim,1
Bolsonaro vetar medida pedir congresso Nacional ingenuidade proposital dever vetar lei,1
político fizerem fake ser punir prisão lei pra pessoa comum,1
lei dever pra começar pra cabeça,1
preocupado 2022,0
Vamos combinar presidente,0
decidir FAKENEWS verdadeiro perigo,0
Advinha julgarGilmar Lewan Alexandre Toffoli,0
Sabem vontade desistir tanto injustiça q esquerda conseguir minar força Deus,1
votar presidente deputado senador presidente,0
Vivemos parlamentarismo presidencialismo haver hora judicialismoPobre Brasil,0
aprovar lei corrupção lavagem dinheiro propina político ladrão lei câmera senar aprovar pq ser heim nação brasileiro adivinh,1
liberdade expressão ser cercear,0
veto abuso autoridade derrubar,0
câmara votar foro especial pacote anticrime,0
verdade significar pavor rede social,0
zambelli perguntar servir presidente Vetar errado presidente Vetar projeto lei aprovar congresso aprovação assinatura senão validade Pergunto excelência,1
ir pegar turma esquerda,1
tempo,0
ver presidente mandar país respeitar decisão,0
campeão fake news partido divulgar fake eleição,0
cabo soldado aproximar dia,0
Lei abuso autoridade derrubar veto presidente,0
Carla votação estar deputado PSL PLACAR Ouvi Jovem Pan ouvir fonte seguro vc,0
voto conselho perder tb,0
Desfazem presidente Bolsonaro sentido,1
passo pra censurar rede social,0
último notícia duvido,0
tá difícil viver país,0
Ficar indignação pronto população país precisar AÇÃO TOMADA,0
Desanimador difícil acreditar Brasil bom,0
relevante pra julgar,0
tô entender,0
parte ganhar falar verdade outro ver alguém provar dizer verdade censura,0
temer,0
tar ficar sério zambelli,0
carla,0
lei compartilhar verdade pq mentira Fake News viver política brasileiro ser punir,1
nao nao entender errar,1
divulgar lista parlamentar derrubar veto barulho próximo eleição derrubar urna hora basta,0
Peçar Deus dirigente ter realmente iluminação tomar decisão certo certo deus abençõe presidente Nação Ficar paz,0
precisar,0
deputado senador votar de ele,0
pensar autoridade Brasil ser presidente ver STF,0
cadêr cabo soldado campanha,0
Gilmar Mendes folha Sao Paulo globovão decicidir fake news,0
canal sair ar,0
ah ser considerar Fake news Aquillo q corrupcao,0
sujeito acessar pena publicar fake News definição exato,0
inacreditável cadêr Democracia servir veto presidente derrubar simplesmente surreal,0
andar coisa presidente tornar rainha Inglaterra,0
zambelli percebo vcs perder realmente base governista Digo parlamentar aparecer votação importante,0
derrubar proteger Leis antir crime Moro nao aprovar,0
q vcs respeito zambelli,0
previdência minguar falar,0
zambelli afinal julgar fakenews,0
q perder,0
,0
infelizmente congresso mandar triste,1
congresso representar Precisamos campanha reeleição ir inovar mudar algum,0
desânimo ler notícia lutar pra mudar coisa virar,0
Brasil esperança,0
brasileiro aguentar,0
rádiotv fazer propaganda governo,0
estar deputado PSL vejor vc Bia projeto disperso muito comissão PSL liberar bancada legal fechado presidente,0
nao presidente DEPUTADO SENADOR,0
lição respeitar ambiente,0
Deus Greta falar olho enxer dagua,0
Usar menina escutor reclamar capitalismo coitar garota,1
verdadeiro absoluto,0
discurso ódio,0
pena geração dever postar comprar ilusão mundo vendir geração passado,0
Greta lembrar Malala fio esperança filho neto algum chance sobreviver planeta tar ser destruir geração obsoleto,0
Linda amado,0
castr0 pedaço discurso de ela,0
kkkkkkkkkk comovente,0
maturidade presidente,0
amor garota,1
Manu simplesmente ícone globalista investir manifestação internacional empolgação jovem militante apesar de aquilo passado dizer disposto combater ver,0
chegar perder fôlego,0
ONU ver discurso pra mudar realidade,0
arrepiou quanta força,0
seguinte Brasil começar desmerecer empenho,0
descobrir adolescente 16 ano discurso maduro intelectualmente contributivo mundo presidente país,0
olhada depoimento,0
Querer compartilhar vídeo,0
dar pra dever,0
menina sensacional quanto emoção quanto garra falar,1
Deus Apertar Reset novamente mundo aonde existir político certo,0
Daqui 50 ano haver outrao jovem discursar chorar brigar novamente mudar vi filme ninguém importar dir embaixo IMPOO importar like compartilhar voltar normal,0
jovem forte lindo,0
palavra Palavras simples forte,0
q murro estômago,0
menina sozinha ta fazer nação,1
olhar potência menina Mano,1
palavra chorar mãe Gaya,0
adolescente 16 ano discurso lúcido útil presidente,0
cuidado comprar pauta colonizar patrocínio trás,0
Considere veganismo,0
pra eu precisar,0
esperança planeta poder salvar inconsequência homem,0
discurso esquecer muito gente empenhar salvar planeta ver greto,1
Vdd entendimento discernimento empatiar destruir pessoasnão permitir reflexão,0
Greta Thumberg menina reencarnação pessoaa luz força de ela gente ver Jesus GandhiMandelaL King,1
Excelente Coragem,0
haver esperança,0
Emocionante triste,1
representar,0
Olha menina discursar ONU sigo Insta,1
Lindo discursoPena sensabilizar,0
treva aparecer ser iluminadosprecisamos,0
importante tornar progressista largar neoliberaliamo rentista enriquecer banqueiro ultimo 17 ano,0
industria soberania adiantar manufaturar comprar manufaturar permitir destruição Amazônia,0
falar Greta Thunberg,0
Q força inspiração pra,0
jovem luta,0
dinheiro MUDARÁ,0
linda brabo,0
realmente iluminar ano luzr frente,0
Impressionante comovi excelente,0
fazer história orgulhar,1
Emocionante hora voltar essencial Estar cansado gente representar,1
existir agropecuária ser pro ambiente pro animal pro ser humanos ninguém falar Greta alimentar razão,1
emocionante chamar razão iludido cìnico sociedade capitalista,0
Arrepiada forte,0
saúde planeta urgente,0
continuar olho geração Continuem falhar iremos perdoar,0
parabéns menina lindo dizer verdade infelizmente dinheiro maldito dinheiro desrespeito natureza ecossistema tar hora cuidar protejer mãe terra acordem ir comer dinheiro preciso preservar Amazônia índio animal inocente Dinheiro tudoooooo,1
Lute Greta Thunberg,0
criança dever escola estudar verdadeiro exploração infantil criança falar adulto Deixem criança ser criança,1
impactanteemocionante tapa cara COVARDIA,0
Nasce MITO,0
linda representar,0
menina orgulhar vc,1
Dilma haver falar problema crescimento econômico eterno,1
olha discurso amor,1
Mto impactante emocionante,0
conto fada crescimento econômico eterno excelente resumo Tb ouvir infância chegar falar dinheiro falemos vida,1
menina perder paciência descaso ganância humano econômico acima Greta indignação começo mundo melhor planeta respeitar futuro preservar,1
Emocionante luz Tks,0
adiantar falar preservação ambiental falar capitalismo,0
PT volta resolver clima economia Amazônia voltar Lula,0
Emocionante impactante comentar refletir ação,0
minazinha krl mano,0
gente chorar junto,1
enviada deus profeta coracjoso falar força esprito santo nao deixar calar injustico eum fenômeno enviar amar,0
Top viver realmente colapso,0
Querer menina dar surra debate câmara,1
deus menina,1
forte,0
existir capitalismo sustentável depender crescimento infinito lidar recurso finito Greta corretíssimo,0
Greta,0
adolescente 13 descer chão aff,0
consciência garota,1
sensibilidade deus,0
palavra emocionar criança gigante possam fato tocar cosciência de esse líder coração endurecir egoismo,0
menina incrível,1
menina emocionar jovem nobre enchar esperança eterno luta continuar,1
Adorar menina,1
discurso perfeito emocionante,0
Compartilhei enxergar realidade,0
arrepiar tomar q existir Gretas mundo,0
arrepiar discurso,0
adolescente causa revolucionar mundo,0
Greta nao sozinha adolescente fazer belo trabalho invlusive hermano Bruno Rodriguez discurso forte combativo encher esperança terráqueo despertar cuidar planeta ja vida impossivel,0
Maravilhosa Greta,0
maturidade muito gente,1
dera infância consciência ser dar,0
poder mudar planeta Baita discurso Greta,0
Morro pensar futuro devastar causa dinheiro,0
COLAPSO,0
maturidade coragem,0
mITO seguir firme,0
forte tocar coração poderoso,0
simplesmente direto fato,0
ai licao menina mostrar capitalista ESTAO fazer pessoa Planeta EMOCIONANTE PALAVRAS,1
alguém ficar preocupado jeito Greta vídeo Gente sério achar hora pessoa dar paz pra pra garota 16 ano achar q preocupar vêla,1
pequena guerreira coragem gigante,0
guimaraes heroína mundo precisar,0
deus 16 ano lucidez sensibilidade gente governar ai conseguir falar frase fazer algum sentido aprender criança jovem Maravilhosa,1
fantástica menina,1
Maravilhosaaa icone ecossocialista manter crescimento infinito recurso finito quase extinto,0
presidente verdade,0
gente reunir reagir,1
vcs precisar ato defesa Amazônia continuar pegar fogo precisar fazer situação desesperador,0
orgulho,1
LUTA CONTINUA LL,0
união urgente tempotodo reino dividir perder guerra,0
Ter prazer apertar mão,0
esquecer hidratar criança,0
precisar união articulação esquerda brasileiro triste país promover união façam força,1
gente,1
homem respeito cidadão,0
Ricardo Coutinho aproximar Lula moderno mago trabalhador,0
Poderíamos presidente depender eu estar infelizmente lamentável escolha,0
Turma,0
Feliz junto 2022 vaidade pessoal ir escolher bom chapa retomar país certo,1
Eitaaaaa notícia Gente,0
ir continuar lutar,0
querer vc presidência professor,0
pelamor juntar pra ciência educação país,0
defender soberania nacionalestar vc Haddad,0
crush Haddad Freixo,0
zoom maroto Haddad lindão presidente maravilhoso,1
Haddad presidente Lindo inteligente educar perfeito,0
culto elegante,0
presidente lindão,0
Diva Fer parabéns,0
Haddad vc perder eleição perdi voto,0
Kd mina foto,0
Nando cortar cabelo,0
paraibano orgulho Ricardo Coutinho,1
foto freixo aquecer coração senhor Rio ano,0
Ricardo Coutinho cara expiração,0
professor,0
Esquerda UNIDA,0
Oi Haddad amigo,0
Haddad bom,0
arreper votar vc,0
amor foto,1
ato visão cadêr mulher,1
representar,0
Salve Ricardo Coutinho bom governador história Paraíba,1
Interessante começar diálogo militar nacionalista,0
Ser patriota aliar JB nao reeleger 22,0
ato defesa soberania nacional popular Brasília Lula Marques Lula,0
professor vc apresentar governante mundial Haddad presidente 2022 Lula livre,0
luxuria homem,0
tornar amigo RHUAN,0
Torcendo vcs Esperança Brasil trilho novamente,0
Inteligentíssimo polido educar professor poliglota lindoinenarrável,0
Lute país Haddad,0
PB orgulhar Gratidão luta,0
menina democracia volta esperança,1
Deus querer,0
Força Haddad Lula melhorar gente amar Apavora,1
professor cabelo curto,0
professor ajudar privatização,0
Haddad presidente,0
Olha Paraíba,0
Haddad Ricardo Coutinho Melhor governador Paraíba,0
lindo lindo,0
Haddad ser presidente 2022,0
Querer Freixo Haddad candidato presidência,0
Turma orgulhar governador,0
Simbora ir liberdade querido presidente Luiz Inácio,0
pra representar,0
fato representar,0
Brasil precisar,0
foto forte,0
Estar junto,0
REGISTRO REVOLUÇÃO ACONTECER,0
cara PRESIDENTE VERDADE,0
pessoa Haddad vc,1
Viu foto de ele,0
Lula Livre ja ok,0
professor 2022 vc Deus quizer,0
Haddad ver faixa presidencial peito,0
ir falar delação Palocci,0
Lula livre ja,0
lidar encontro crushe,0
Lindos guerreiro,0
lindo mundo unir 2022,0
único foto aguentar,0
lutar necessitado,0
Esperamos 2022,0
Haddad presente 2022,0
Estar junto eleicoes 2022 presidente Fernando Haddad,0
brasileiro comum dia 7 setembro rua preto Brasil Varonil,1
parabéns Luta guerreiro,0
orgulho clã,1
Fernando Haddad representar,0
Homens representar,0
muito luz,0
foto porra amigo,0
Lula livre nação,0
mulher,1
gente bonito elegante sincero,1
presidente preferir,0
orgulho Melhor governo Paraíba,1
unir prol brasileiro,0
Tamos junto Professor vejor hora Brasil feliz,0
mão maravilhoso,0
Haddad vc lindo presidente,0
muito gente bonito junto,1
orgulho termo Paraíba representante,1
vejor hora ver presidente dia ser épico,0
presidente governador,0
sair de esse espaço rua mobilizar achar erro campo progressista esquerda ficar conversa ataque,1
bonito,0
Lula livre,0
vejor hora votar denovo professorpresidente,0
Deus controle,0
desejei presidência,0
estranhar legenda algum Lula ver nome fotógrafo,0
abraço gigante tamanho estatura político vcs lindo luta,0
lindo cortar cabelo,0
haddad freixo futuro Brasil,0
esquerda precisar organizar lutar junto,1
Fernando voltar prefeito cabelo tar igual,0
sincero vc ato adiantar participar ehr eleitor esquerda gostar ver lo traçar estratégia conquistar eleitor,1
Lindao arrebentar,0
saudade cabelo formar rabinho,0
ui ui ui fotor pesar deus,0
preço,0
bom cara de ela,0
entrevistar faca caveira,0
satélite identificar fato,0
cansar,0
,0
dia,0
Rindo ate 2022 votar novamente Bolsonaro,0
saber ir vazar óleo avisar Leilane,0
coragem falar verdade,0
chuva likes admiração caráter integridade ser baito entrevista,0
acreditar perdi ser show entrevista Nadia Nagle Eduardo Bolsonaro,0
Ledinha bom reporter tempo,0
amar entrevista Leda,0
ajudar eleger pai arquivamento processo referente Sen Carlos Bolsonaro ficar estranho,1
vida ver ninguém inteligente adequado vc assistar entrevista amo Bolsonaros pra frente Brasil,0
Vc inglês fisk,0
deixar mensagem privado,0
Leda inteligente,0
Leda amadao,0
Leda Nagle entrevista bom Top,0
Vou assistir parabenizar entrevista ser Top,0
horário emissora digam Obg,0
mta ingratidão lembrar Queiroz,0
Aguardar ansiosamente,0
amar Leda verdadeiro jornalista perguntasboas tocar ferida educação imparcialidade gentileza Amooo,0
sintar assistir,0
gato homen lindo,0
parabéns canal Leda Nagle legal,0
gostar Lobão mitar muiiiiiiito,0
Leda eh sensacional,0
Adorei pra fã Queiroz imperdível galerir vidrar cade Queiroz,0
profissionalismo parabéns,0
eu bom entrevistadora Brasil,0
jornalista,0
eduardo nao ir perder,0
legal Leda lobao tar sóbrio,0
percor Duda pessoa fantástico,1
ir assistir adorar ouvir coisa bom verdade política,0
repórter Leda Nagle bom reportagem tirar programa censura conseguir entrevista classe Carisma respeito conhecimento parabéns,1
Leda maravilha jornalismo,0
BRASILEIRO VAMOS APOIAR GOVERNO,0
dEPUTADO NAO GABINETE ÓDIO JORNALISTA CANAL LEDA NAGLE ENTREVISTA PARABÉNS VAMOS ASSISTIR pERCAM,0
Sera maximo icone adoooorar,0
Vou assistir,0
jornalista super competente sincero imparcial,0
entrevistar CEEZA lúcido,0
aguardando ansioso entrevista,0
excelente p entrevista,0
ja ir preparar pipoca pro show entrevista,0
ir perder,0
tornar maravilhoso trabalho,0
jornada inspirador,0
Esperando assistir completo,0
fã Bolsonaro preciso falar né ir perder,0
Aeeeee bora acompanhar,0
Irei,0
tar praia nordeste nao vejo falar respeito,0
Globo News fã Queiroz crer,0
excelente deputado Eduardo Bolsonaro posicionar verdadeiro líder político governo presidente Bolsonaro,0
percor,0
Huuuuuu tar lúcido,0
ser pai dar ministério,0
reforma politico 70794 politico custo 128 bilhoes ano reforma previdencia importante politica tbm necessar,0
parabéns Leda vc fantástico,0
perguntachave tá lúcido,0
entrevista ir assistir causa deputado Queiróz gente preocupar eu avisa sair quintafeira,1
Leda lamentar ficaríamos tv ave fênix reinventar volta poderoso fazer bom entrevistar simpatia encantadoro fã,0
Amoo família Bolsonaro,0
hora transmitir canal,0
muro divisa Argentina saí,0
Leda nagle Brasil,0
HOMENS BOLSONARO LINDOS PUXOU PAI,0
vejor entrevista de ela TOP,0
parabéns escolha entrevistar,0
Avante deputado,0
Divaaaa jornalismo fã Leda,0
dia hora canal,0
ir perder,0
Eitavamos bombar entrevista,0
ter apresentação integral som,0
Maravilhosa percor entrevista,0
estar vc Eduardo Deus proteja irmão,0
Leda reporte verdade,0
respeito Homem lindo,0
cadê Queiroz perder,0
mundo assistir,0
entrevista vc comparecer canal de ele bom YouTube,0
dia hora transmitir,0
Leda maravilhoso,0
Desejo sorte,0
