text,hate
"tava fazendo as contas e se eu trabalhar 10 horas semanais por quatro semanas, consigo um dinheirinho bacana",0
"e a @user que cortou a parte da idade da menina da música ""nosso sonho"" de claudinho e bochecha? achei digno. adoro a música, mas essa parte sempre me incomodou.",0
@user tbm não vou superou todas as expectativas,0
a pessoa me conhece e vê que eu não sou interessante e automaticamente começa a falar estranho cmg,0
@user @user justificar um erro com outro erro,0
@user capinar um lote ng quer,0
aumentar a autoestima pra fazer um ensaio sensual ou fazer um ensaio sensual pra aumentar a autoestima,0
se bem que com os juros de 418763291% do bc realmente deve tá valendo deixar de comer pra investir,0
como q faz entrevista gripada? vsf q ódio,0
alguém sabe o link do cine 7,0
@user segunda e paia viu mano,0
??eu amoooooo…espero vê todos la!!! link,0
@user aqui em casa tb ????,0
eu amo esse meme pq me lembra mto uma amiga aí que faz psicologia… link,0
@user @user seu dia de cair de cabeça no fifinha,0
o brasil está com jair messias bolsonaro link,0
"@user não consigo, wtf aaaah sou pobre harry",0
@user boa ideia. vamos pressionar os apoiadores do molusco a deixarem a esquerda.,1
esses 2 minutos que nao acabao link,0
listagem exclusiva de homer (simpson) @user na #bitmart?? ??par #simpson/usdt ??depósito: já disponível ??negociação: 11/05/2023 08:00 utc ??saiba mais: link inscreva-se e obtenha 20% de desconto em taxas: link link,0
@user na minha cabeça o @user é assim ?,0
tudo bem nao estar bem.. q dorama fofo ain q odio kkkkkkk,0
"eu? é meu celular! começo a escrever ele põe o que acha! convivo sozinha, seguindo a máxima de erasmo carlos: antes só do que mal acompanhada ?? link",0
"@user @user se o argumento, além do dólar, é: 1) taxa de desmatamento: as maiores potências econômicas são as que mais agridem meio ambiente 2) imagem do país lá fora: a china então deve estar muito mal economicamente já que tem trabalho escravo, censura a população e só tem 1 partido (viva… link",1
sou vaidoso é óbvio,0
cadê a foto com a zendaya link,0
mds eu tô só pela glória hoje de tanto sono,0
@user @user @user quase toda margem de lucro estava indo para o investidor (mais de 90%) e não para investimentos e manutenção na gestão passada.,0
@user as vezes até dms minha amiga julia as vezes até dms????,0
só por hoje eu vou ser grata ao sistema capitalista,0
@user @user @user a única coisa q o feminino faz em copa do mundo é passar vergonha.,1
"cara eu faço almoço todo dia aqui em casa e só comida boa, um sonho de homem",0
acabei de perceber a merda que eu estava fazendo depois de dias ??,0
@user meu pai a pupila da pobi do tamanho do mundo é desviando olhar a bichinha vivia um jogo todo em uma prova de resistência msm,0
@user por favor tenha mario novo,0
o arregaco que eh essa aqui link,0
mahito voltou link,0
como assim que com 17 anos eu conseguia sair mais do que hj em dia ?? além de não ser levada pela força do ódio link,0
conselho? não entrem no tiktok depois de ler a morte do sam. eu não paro de chorar a 1h ??,0
"@user amiga tava mto boa, vou sentir sdds disso hahah ??",0
eu queria tanto irrrr link,0
caraca q raiva eu tenho de gente q vai come algo e põe a linguona pra fora,0
@user nao atualiza vc vai pro final da fila eu to esperando,0
"@user desse jeito, preciso sossegar o facho kkkkkkk",0
@user atendente mto simpático parabéns,0
"@user kelly, glauco e servo indo direto pra fase final dos 20 e eu me pergunto: por que?",0
@user essa hora do dia e ela já está jantando.,0
@user feio é você ????,1
@user buncis,0
"froid é maravilhoso, não dá. lírica, flow, criatividade, letra",0
eu quero sabe pq é q tá um calor do crl na rua se meu quarto tá um gelo que só hein,0
"@user @user @user exatamente. ainda perdi tempo respondendo, quando fui no perfil ver quem era…pqp! pra esse tipo de gente só vale dar atenção se for pra enfiar a porrada e eles que reclamem depois do nosso “ódio do bem”.",0
n aguento mais,0
mlk se eu contar ate 300 eu perco a concentração do sono e nao durmo link,0
achei refinada essa forma de fazer populismo link,0
"os dados continuam sim sem serem diários, a não ser por iniciativas de apenas alguns estados e só vejo eles através de algumas @ aqui no twitter sendo que a grande maioria não tem essa rede social. quanto as testagens não é só falha em relação ao covid. eu estava vendo o jornal+ link",0
eu desisto de tentar viver em sociedade …,0
"@user adoro ir comer um pastel com muito vinagrete dentro, mas confesso que as piadas dos feirantes me incomoda um pouco ??",0
eu gritei tamtoooooooooooo link,0
mães link,0
fazendo barraco via e-mail,0
@user tomara mesmo,0
"nath finanças detona ""primo rico"", que tentou dar aula de como poupar com 1 salário mínimo e virou piada nas redes link “tenha noção”, ressaltou nath ao rebater coaching",0
“eu mudo” ?????????? link,0
eles vão servir tanto ???? link,0
prendendo a familia do bolsonaro já diminui bastante a criminalidade do rio.,1
"eu peguei nojo desse cara q mds kkkkkkkkkkkkk,não posso ver a cara dele que já me deu uns 30 tipo de raiva",0
"@user @user mesma coisa aq, foda viu",0
"acordei num ódio tão grande hj que pqp vontade de brigar com alguém, descontar toda a raiva... cade vc alguém?",0
"gente, credo! link",0
"@user @user @user @user bolsonaro 2032 pra prefeitura ou bolsonaro 2034 pra presidente no caso né, pq seu mito vai ficar inelegível até 2030",0
ele ia se divertir mais se fosse na casa do poze ?????????? link,0
me inscrevendo pra virar modelo da serasa nas redes ????,0
é um crime colocar macarrão dentro do feijão,0
"compra previa maminha, charque e coxão duro, mas chegou sem carne nenhuma. link",0
tô afim de saber desse b.o ??,0
sofrendo antecipado pela saudade q eu vou sentir q praga,0
@user achou q eu ia tirar uma foto sua né? parabéns pela consciência de saber que iria matar mta gente do coração,0
@user elitismo e estrelismo. vimos isso quando você atacou a amanda atrás de like. se gostasse mesmo da sua saúde mental não despejaria ódio pra cima da amanda.,0
se não estiver me pagando ou me beneficiando eu me recuso a me esforçar mais do que o mínimo,0
@user éverton ribeiro com certeza,0
"@user ele carrega normalmente, só o fone nao funciona mesmo. ele avisa quando há sujeira ou água na entrada, ai ele nem carrega.",0
@user @user vigiar e punir,0
@user podiam sumir tudo pra pqp,0
@user @user es segundo suplente,0
dá um ódio link,0
tchau... quem quer comprar meu ingresso link,0
"-desculpa papai, é que as vezes o demônio toma conta do meu corpo kajwkhishshahahhsbebeudhauahauauai ?????????????????????????? wifi uchamamam -o importante nesses momentos é deixar ele à vontade, filho ??",0
@user posta aí a redução no preço dos combustiveis hahahahahahahah,0
"eu sou muito tóxica comigo mesma, a verdade eh essa",0
a pronto tive que ver storie de um fudido ex presidiário do tráfico dando lição de moral nos amigos pq bebem e dão rolê e ele tá trabalhando “no progresso” é cada uma viu se manca,0
@user ele nem sabe que existo é nem lembra de mim,0
@user bom dia,0
depois q o bruno começou a fazer meu suquinho n gosto mais do que eu faço :(,0
"#balançogeralrj vila cruzeiro em guerra ,pedimos paz",0
alguém me dá um par de airpods pfvr,0
@user só compro na havan aonde emprega metade do meu bairro e não é de esquerda,1
"graças aos ceus essa foto em grupo tá boa, lindona link",0
"ta maluco, maior trabalhão pra pessoa pular seu stories em menos de 2s kkkk link",0
"“esteja atento aos apontamentos de deus. quem anda com o espírito, tem sempre óleo a derramar.” #devocionalaspalavrasdejesus",0
"tem uma banda que eu gosto e o deezer vacilão só tem os lançamentos deles de 2018 pra cá (ao contrário do spotify que tem tudo desde 2004), graças a esse streaming merdinha eu terei que fazer como as civilizações antigas e baixar música no google olha que absurdo",0
"eu sempre ouço uns remixes das músicas do newjeans e acho muito bom, queria que elas lançassem no spotify ???? link",0
é o fim da picada link,0
@user parabens atletico,0
se essa não te pega meu amigo você morreu por dentro link,0
"nem todas as relações acabam com um certo e outro errado, apenas eram pessoas que não encaixavam",0
@user @user penso assim.,0
arrumei um motivo p vir pra escola ????,0
elas ganhando os prêmios solo delas estou tão feliz por elas por elas ganharem tou tão orgulhosa delas ???? #srchafreen #beckysangels link,0
"eu só quero melhorar logo, não aguento mais",0
the bear sempre terá um valor sentimental pra mim ???? link,0
eu também,0
hm acho q sim link link,0
@user mano nem quero ver o ódio que a microsoft está da sony por ela fazer a microsoft passar essa vergonha toda.,0
"@user @user @user @user me diz um que o eua não tenta intervir constantemente, e que não tenha sanções econômicas impostas pelo eua, será que o medo e deixa eles em paz e se formarem potenciais mundiais igual a china vem fazendo?",0
"e vou sim mostrar que não tô contente, sou nem paga pra fingir que tô gostando de ser fudida",0
"cavalheiro; assim,não deixei de observar #??? link",0
@user @user na minha cabeça esse tipo de pessoa não sabe escrever nada que nem uma pessoa normal daí tem que mandar foto da rola,1
@user conta conta,0
@user que vergonha hein @user,0
@user nao da pra ler porrq nenhuma,0
alguém c uma odd 200 pra hj?,0
@user bora !!!,0
"@user ""justiça"" no atacado. viva a 'democracinha'! @user link",1
qria ficar bnt,0
@user @user o meu tbm tá normal,0
@user @user tbm acho bem feito que vc vai ser usada como objeto sexual a sua vida inteira e ninguém nunca vai pensar em vc como ser humano pela imensa v4dia que vc é,1
carai freen e becky levando todos os prêmios,0
@user qualquer um que não tenha sido recomendação da thaina,0
"vai tomar no cu, que cidade de merda que lixo vsf",1
@user flaxflu é mais clássico flaxvas é mais rivalidade minha opinião é essa.,0
"@user cala boca, não gosto de sapatao",1
o meu excitamento a experimentar óculos novos,0
"eu sou horrível com término, a pessoa fala que quer terminar eu só falo ""tá bom"" e depois choro sozinha! link",0
hrhehrhehehehehehehehehehehehehehehehhehehehehehe eu sou a pessoa mais feliz do mundo link,0
@user @user ele n tem filtro nenhum,0
que ódio enfiei a unha no olho,0
@user @user ele é um pau no cu?? (brincadeira viu),0
@user @user @user “tromba negresca “ kkkkkkkkkkkkk gente q ódio,0
@user eu já tive kkk mas como os boleto tá aí tbm eu faço na força do ódio e chorando,0
#repost @user —— lealdade e coragem! não se encontra em todo lugar! nessas horas se separa o joio do trigo! pior do que um inimigo declarado é um puxa-saco oligofrênico! nunca terei dúvidas da honestidade e patriotismo do presidente bolsonaro. link,1
que coisa bolsonaro!!! desse jeito vou acabar me rendendo e vou te odiar pro resto da minha vida! pq sou muito malvadona link,1
@user @user vc tá querendo passar pano na privada da família bolsonaro kkkk esse é o eleitor bolsonarista ??????,1
os dois sendo torturas,0
@user presidente bolsonaro o mais amado do brasil!!!????????????????????????????????????????????????????????????????????????????????????????????????,0
"@user sei, daí a piada sobre a inocência dele. é irrelevante para a questão de quem tinha razão naquele debate.",0
[16/5 10:34] : olhaaaaaaaaa só assim não da tem mts filmes bons vindo p estrear mano vms ficar pobres [16/5 10:41] ?????: pior q eu ia te chamar pra gente ir no cinema essa semana mesmo [16/5 10:41] : dia 20 ?? [16/5 10:41] ?????: dia 20 já é certo a ligação ??,0
"pra isso que eu fiz o l, afinal letras sempre serão melhores que armas!???????? link",0
"""quer reviver nosso passado no presente"" sim, eu quero ??",0
sem carisma nenhum hoje link,0
@user ?? eu apos 2 semanas lendo o caibalion,0
quando ele descobrir que eu sou mais lelé que o kanye,1
"só queria conseguir trabalhar, os cara não liberam meus acessos, aaaaahh que odio",0
ta valendo muito a pena então link,0
a fila parou de novo,0
"meu irmão, sem ter ngm disposto a pagar uma fortuna pra ver bcnr, está indo com a minha mãe pro c6 fest igual quando eu tinha 15 anos e ela me levava pra ver as bandinhas que eu gostava coitada",0
@user cadê o everton ribeiro???,0
"@user mano que ódio, de onde saiu isso?",0
jikook pfv faz uma viagem de novo só pra eu ver um negócio vamu queridos link link,0
uma das melhores linearts que já fiz na minha vida. #furry #furryart #furryfandom link,0
"que ódio desses atendentes do remoto, já perdi maior tempão aqui, e ninguém resolve meu problema ???????",0
"como saiu empate logo no início do segundo tempo, torna-se arriscado, entrar baixo... link",0
chamar de “amg” ok agr chamar “amigo” não.,0
@user viva o presidente lula,0
@user cassação dallagnol,0
"@user esses cara só estão fudendo o bolsonaro com essas estratégias esfarrapadas… pqp, será que eles acham que o juiz é otario pra acreditar nisso?",0
@user gadura.,1
deve ser algum tipo de sinal q vou morrer,0
@user bolhão,0
"mds, eu tinha esquecido da existência desse treco vou postar ele mais tarde link",0
@user @user @user imagina ser fã de key alves e chamar qualquer pessoa de fracassado,1
"meu irmão chega em belém domingo, vai acabar a paz",0
é nosssoooooo saaaaaaarochaaaaaaaaa,0
@user mais uma?,0
iam me internar link,0
"a baião de 3 mudou, poderia virar baião de 4, não teria problema nenhum, mas a quinta série não iria perdoar. agora somos baião de 3 + uma, mas às vezes pode ser que a gente vire baião de 3 + uma ruma, mesmo porque, quanto mais tiver, mais gostoso fica. ?? @user link",0
sigo umas gurias aleatórias no instagram q nem eu sei de onde tirei elas kkk,0
o dynho com os presentes das sterellas link,0
"tocando e cantando ""silêncio"" link",0
@user @user kkkkkkkk credo,0
@user gastronodiva e de frente com blogueirinha ??????,0
a sensação de você passar por uma situação e saber lidar com ela é maravilhoso,0
saudades dos meus migos ??,0
você tá a uma mensagem de provar o que você vale ou de me perder,0
"@user é a falta do de verdade ..... pelo jeito , nem o nariz do marido tá funcionando....",0
"entrei na fila pra comprar o ingresso do dream e tava com 25 minutos, simplesmente a fila foi pausada e me colocaram pra esperar 46 minutos ??",0
@user ganhamos tudo princesa,0
@user kkkkkkkkkkkkkkkkkk você é podre gabriella,1
"*???? juros mais altos do mundo!* segundo o levantamento, o país aparece na primeira posição da lista. *mais juros = menos economia* _pro brasil avançar, os juros precisam baixar._ _saiba mais aqui:_ link",0
@user to assim ??,0
"@user acabei de pagar 54 conto em um prato de comida aqui meu parceiro, primeira vez que fiquei triste comendo",0
"a comunicação desse banco é bizarra demais, quem aprova essas coisas??? link",0
@user ate agr nem precisei de coberta vcs q tao fresco u.u,0
@user achei q era o bolsonaro,0
"@user preciso de uma ajuda com o meu pacote, poderiam me responder?",0
eu vou ficar quietinho pq depois oh,0
"?? petrobras anuncia fim da paridade com o dólar! combustível vai cair ainda mais! lula prometeu e cumpriu. bolsonaro só mentiu. ele poderia ter se movimentado pela mudança, mas preferiu botar o dinheiro no bolso de poucos, inclusive o dele. link",0
tenho uma relação de amor e ódio com essa bandeira vcs não tem noção link,0
encontrei uma professora na rua uma querida,0
@user acuma?,0
"realmente sei como essa família é, como a energia deles é conturbada mas de uma forma totalmente acolhedora e amorosa. não só comigo, meu irmão e minha mãe nesse momento triste, mas com quem está chegando agora na família também. e isso me confortou. teve o momento mais difícil+",0
o tanto que estou feliz em ver isso!!!,0
@user @user lula olhe pelos conselheiros tutelares do brasil,0
@user vê se a janela do meu ap ficou aberta pfv obrigada,0
a quebra de sigilo de assessores do ex-presidente jair bolsonaro (pl) mostra uma troca de mensagens em que é citado um encontro sigiloso no palácio da alvorada entre o então mandatário e o ministro do tse (tribunal superior eleitoral) carlos horbach. link,0
@user eu quando fazia um burrito de lençol e andava pela casa,0
@user coloca a picanha tb ??????????,0
@user lê de novo,0
@user ahhhh gente que amor ??????,0
@user e a petrobrás? vai implodir.,0
@user como você tá xará?,0
esse é o vosso comandante? ?? link,0
@user sonhei com tu essa noite,0
@user carolinni vc tá um tipinho de gente q eu vo te contar em,0
"me lembra muito o newjeans não sei porquê,eu gostei. link",0
@user fala isso pq quem vai ao mercado é a empregada e não ele,0
"tudo na vida deixar a salada limpinha na geladeira, só pegar, temperar e comer",0
"@user vivo dizendo isso, ninguém tá preparado pra morre. aceitar um diagnóstico de morte é preciso quando se sabe que não tem mais jeito, mesmo lutaremos até o último suspiro.",0
@user ai q ódio duh,0
"fumei um mix e fiquei torto, não usem drogas crianças",0
o dublador do hakumen é o mesmo do simon,0
saiba o que bolsonaro deve explicar em seu depoimento à pf link,0
@user @user o interior elegeu esse abutre e quem pagará será a capital,1
"@user galao 3x0 hulk, paulinho ,e pavon..",0
que time seboso viu,0
acordei com uma puta vontade de ser ativa??,0
@user kinga que vai pagar as contas do ex em 10x,0
@user e o cue?,0
@user @user um dia ela aprende,0
"poder judiciário desrespeitando as famílias, as mulheres héteras, os homens héteros e fundamental as crianças inocentes e puras, postas em risco eminente e absoluto. se este tupo de merda é justiça, o que é injustiça covarde???!!! link link",1
agora um old: só fala esse tipo de coisa quem não tem capacidade de passar em uma faculdade federal/estadual link link,0
"@user entubar o prejuízo kkkkkkk caramba, bom era quando nos estávamos pagando 8 reais na gasolina e dando 40, 50 bilhões para o bolso dos acionistas, incrível como bolsonarista sempre torce contra o país.",1
frio chegou e minha rinite já tá do jeitinho que o otorrino gosta,0
odeio a uhuu,0
que desperdício passar tanto tempo com alguém pra no final perceber que ela é uma estranha,0
"porra, tem vários assim… kkk inclusive tem uma que só aparece nas horas boas, só gosta do oba oba, caga e anda até pra família.. ?????? link",0
"sim, que ódio desse velhote link",1
difícil,0
ansiosa por um são joão,0
"mano quer me ver puta é pegar minhas coisas aqui no sv, porra sabe que o talher é meu e ta usando, que ódio",0
@user regalamela,0
aqui na cidade bolsonarista eles deixam o valor alto pra dizer q o governo não baixa. há meses q na verdade só aumentam. link,0
mano eu ainda nem consegui entrar no site que ódio link,0
"@user tem gente que tem tesao em me fuder, e nem é de um jeito bom, que ódio",0
"@user le falto dar la noticia como ""tragedia"".",0
"ô gente, a catharina é tão linda, vcs não tem noção! a menina nasceu modelando já ??",0
"@user @user possível crise nos eua, inflação descontrolada no dólar, dívida enorme dos eua",0
"@user @user hahahahahahhahahahahha a helena foi mais ou menos assim, hahahaha deu certo",0
fazer uma bet hoje no fluminense,0
mds q ódio link,0
@user bofe*e,0
virei a maior hater da iniciativa privada (principalmente na área de comunicação),0
e o bolsonaro genten link,0
"@user o boer n contou aqui na sala ainda, descobri por vc mds",0
"@user então espera bolsonaro ganhar de novo pra assaltar o nosso bolso cobrando 10 reais no litro de gasolina! com tanto lucro em 2021 e nenhum serviço público melhorou, mas a inflação destruiu o poder de compra da maioria!",0
agora estamos aqui no ônibus em um trânsito infernal,0
pelo amor de deus,0
* que ódio,0
@user o q rolou,0
"@user ""faça o l imediatamente""",1
@user @user vão ganhar outra favela,0
que saudades... link,0
passando protetor solar todo dia de manhã na força do ódio pra poder ser uma milf daqui a 20 anos,0
"tenho nem palavras para descrever o quão eu estou viciada desde o dia que unforgiven lançou, queria saber oque o le sserafim colocou nessa música para ela ser tão boa! é o soty de 2023 mesmo link",0
o gregor mendel me odeia que saco,0
"nunca foi tão rápido é tão fácil comprar um ingresso, se um dia eu critiquei a eventim, eu não me lembro",0
"é como a minha mãe diz ""prato disputado demais a gente deixa pra quem tá com fome""",0
@user @user @user calate crlh,0
im real tenda,0
o que eu fiquei linda na foto que eu postei foi sacanagem,0
eu vou me mata na frente de alguem hoje,0
@user não tinha reconhecido o @user ????????????,0
fofinho eles recriando a capa do álbum ?????? link,0
"@user @user tudo mudou!o sol brilha, pássaros cantam, sobra troco, tem vacina, não tem carnificina, tem comida, tem bebida, tá tendo festa, gente sorrindo, tem solidariedade, tem água limpa, tem prosperidade para o pop, tem gente viva, tem gente estudando,tudo mudou.",0
acham msm que vamos pressionar para sabermos o porque?? po crl??,0
só queria ter ido mamat ele link,0
"preciso mesmo de terapia, acho que viu usar o chat gpt",0
meu fone só some quando eu preciso,0
"@user eu não tenho físico para isso. levo duas horas daqui para o rio (ida e volta) e chego em casa morta. se não colocar um alarme, perco a hora no dia seguinte. imagina 6 horas. kkkk",0
@user nossa eu sou muito zoada as vezes por amar a tailândia e estar aprendendo tailandês ?? mas sigo firme,0
"@user pq a av brasil no rio de janeiro não acabou a obra desde as olimpíadas? cadê o dinheiro pea acabar a obra fantasma? ninguém aguenta, roubos, trânsito buracos, escuridão, insegurança rio de janeiro uma bagunça",0
"bolsonaro preso kkkkk, tá parecendo piada já. só prendem esse homem se tiver comprovado que ele mandou matar alguém. de resto ele pode ter feito o q for que não vai link",1
"eu amo a becky, caras, e o melhor de tudo, ela me ama também ????????????",0
já fizeram o l hoje?,1
tenho que parar de ser otario,0
"era pra estudar sem dormir muito, aí eu dormi muito e não estudei.",0
nunca sofri por amor mas essa musica aqui é minha! link,0
"@user @user @user que foi exatamente o que o bolsonaro fez na campanha quando tirou os impostos da gasolina, certo?",0
não tem como enterrar um fandom subterrâneo kkkkkk,0
vai ficar tudo bem.,0
"@user cê atrai gado do mesmo jeito, qual o seu ponto?",1
@user @user quite agree,0
@user ai que tristeza,0
2/4 foi agora vem freen sarocha,0
@user @user @user óbvio que não,0
"@user que lindo te vez, ??",0
"?? fralda com bom custo x benefício! 50 fraldas, saindo a r$ 0.73 cada? ?? frete grátis amazon prime - fralda turma da mônica baby mega m 50 unidades ?? r$ 36,75 à vista ??compre aqui:link link",0
"@user bolsonaro sempre cirúrgico! perseguição, manipulação, estado de exceção... cabe td dentro dessa democracia utópica deles!???????? link",1
to tao feliz que sexta não tem aula,0
não tô acostumado com essas quebras de expectativa kkkkkkk link,0
"#promoção #oferta harvestella, nintendo switch - amazonr$299,99 em até 5x ?? loja #amazon: link",0
@user o edite tá fofo mas ela tá falando do gosto dela e não da protagonista do drama,0
"q ódio que eu tenho do correio, cobram um absurdo pra entregar e não fazem o mínimo que é entregar ??",0
"vendeu linguiça e sardinha a bolsonaro, para yanomami, e recebeu auxílio emergencial com contratos de r$ 188 milhões com o governo de rr, de r$ 5 milhões com a funai e de r$ 586 mil com as forças armadas, helvercio sevalho junior pegou r$ 3 mil de benefício",0
@user no caso marisol seria nacional eu quis dizer,0
"""football talks"" da fpf conquista medalha de bronze nos eventex awards link link",0
"minha família já acha q eu sou maluca, toda semana eu explicando que tô em mais uma coisa",0
@user eu já bloqueei umas 7 contas desse neymar desgramado,0
@user mas tem cada petição nojenta que se lê por aí….,0
"o que lasca é aquela conversinha, no escuro, falando de um monte de coisa aleatória + um chameguinho ?????",0
"@user já te disse vem para são paulo, terra das oportunidades.... ????????",0
"@user bom dia vulgao e todos os homens de 1,75",0
"nesse dia aqui eu pensei que fosse papocar de ódio, sério. link link",0
dia com a minha fav hoje,0
@user pior que eu ri,0
@user bolsonaro na cadeia,0
rsrsrsrsrsrs link link,0
para de interromper caralho,0
@user é real link,0
a sensação de conseguir comer sem passar mal é uma maravilha,0
@user sdds demais monstro!!!,0
@user hj isso voltou ao meu pensamento aqui qdo relembrei que nos anos 70 os problemas de performance de carros eram resolvidos com aumento de motor... acho que o oracle é melhor em rodar designs ruins?,0
"@user flamengo cometeu um erro de preparamento físico, o gabriel ganhou muita massa e por isso perdeu muita agilidade e mobilidade. times europeus tem esse projeto de fazer jogadores ganharem massa sem perder agilidade, o flamengo não. aconteceu o mesmo com o pedro em 2021",0
"as pessoas dizem “foca no processo”… meu bem, eu sou ansioso, meu processo é: 1º querer, 2º para ontem porque hoje já está tarde",0
q alívio do crlh,0
"o magnânimo monitora os passos dos ajudantes d bolsonaro e da michele bolsonaro,desde 2021. quão bom seria o magnânimo também tivesse preocupação em monitorar aquelas ligações cabulosas entre pcc/pt ou ainda aquelas feitas de dentro de presídios, q por sinal nem deveria acontecer",0
"@user @user isso mesmo danilo. o brent caiu para 30 dólares inviabilizando diversos projetos da empresa e comprometeu o fluxo de caixa. de longe, a maior parte da dívida da petrobras foi no pré-sal.sabemos que o pré-sal hoje é uma máquina de gerar valor e corresponde com mais de 70% da prod",0
"juro, o maluco dizimou uma cidade inteira sem nenhuma intenção quando era criança, dissociou tanto que não lembra de quase nada",0
n gosto de liberdade,0
"ia ficar off por opção, mas simplesmente derrubaram o poste aqui e eu tô sem internet pqp que ódio odeio odeio interior//",1
@user pqp é hoje que o ganso distribui assistência e agora que ele começou a gostar de gol então,0
lucas candido e diego luri de timão e pumba nossa eu vou morrer,0
será?????? link,0
vontade de sumir de verdade,0
@user @user tua vida deve ser muita merda né ? kk,0
amanhã quero comer um temakinho,0
"@user eles são fortes, conquistando juntos um universo de likes, unindo ódio e compaixão num mesmo tiktok",0
"nicolas pode ter acordado 9h mas se 9:30 ele já tiver botando terror na casa, vai dormir de novo.. são 11:30 e ele tá igual um anjo dormindo, acordou fudeu",0
@user gigavril as per usual,0
"to toda suja por causa daql fdp, q ódio ??",0
"se eu tirar pelo menos 5,0 nessa prova de fisiologia já vou achar muito, pq misericórdia..",0
"então quer dizer que quarta feira teremos cinema ?? em oshi no ko ??. em 86 o kuniyasu nishina deu um show de direção e storyboard no 06 episódio, ele foi o diretor do episódio 04 de oshi no ko mas não elaborou o storyboard, diferente desse que ele terá total controle dessa vez. link link",0
atiço e não faço nada,0
me chama de amor só quando te convém e tá tudo bem ??,0
@user já liberou galera!!!,0
@user é identico que ódio,0
"vou parar de ser bobinh de amizade, cada dia mais que passa percebo o quanto sou amiga sozinha ????",0
"@user @user pra mim a aparência dela já entregou q é a seele, se tiver borboletas no kit dela, já sabemos pq link",0
"um caralho desses, se fosse eu já tava zuadando no meu ouvido, vtnc",0
@user vai sair não ????,0
@user @user para que seguir enigmas se está tudo a um palmo dos olhos.,0
@user negro,0
"@user @user se tivesse como mudar o valor de y aí seria melhor ainda a calculadora, teria a chance por exemplo do roi ser maior que a % que vc quiser colocar",0
burra pra carai pqp que ódio,0
@user mas tu podes q eu deixo,0
@user é para os grandes irem saindo…,0
@user fumou quantos pra escrever isso?,0
"@user kkkkkkkkk sabe de nada, se fosse o não eleito você estaria comemorando link",0
@user @user se for pro interior do apezinho (ela faz rio/sp),0
@user boca de fumo?,0
@user isso foi forte.,0
nada me dar mais odio na vida que investidor link,0
"@user @user feliz 1900 pra esses pais aí! pqp é cada uma viu,",0
eu vo ter q gastar dinheiro com lol....,0
"@user fechou então! se o lakers for campeão do oeste, churrasco na sua conta. se o denver ganhar em 6, te dou 4 litrão e um presente que o wiz khalifa me deu quando veio pro brasil. fechou?",0
@user eu so menino eu como maçã,0
@user muito linda,0
deixa acontecer naturalmente,0
bom dia...,0
“como estão suas demandas eduarda” eu deveria dizer q tava cheia puta q me pariu,0
incêndio em hostel com mais de 90 pessoas mata 6 na nova zelândia - polícia local não descarta a hipótese do número de vítimas fatais ser ainda maior #novazelândia #incêndio #fogo #mortes #vítimas saiba mais: link,0
china me passou um acervo de casuais pra eu escolher e adicionar na loja??,0
@user coitado,0
mais falso q esse ai é impossível hein,0
bolsonaro: cadeia tem semana decisiva! 4 depoimentos e a mulher que sabe... link via @user,0
@user comuna kkkkk,0
"querer o mesmo homem q eu até entendo, agr querer até preso???? kkkkkkkkkkkkkkk vai tentar pra se arrasar, ali quem manda e desmanda sou eu tá amor ????",0
"@user no momento (como forma de mostrar seu gosto musical refinado, segundo você).",0
"adoro dia de seminário, assisti metade, assinei meu nome, voltei pra casa e ainda vou ganhar horas complementares????",0
é ela... agora foi... #???????xkazzawards #kazzawards2023,0
indo na liberdade comprar 4 garrafas de soju e sumir do mundo,0
"pra quem não entendeu o que isso significa. no modelo anterior, o preço do petróleo nacional estava diretamente ligado ao preço internacional em dólar. assim alta do dólar gerava alta dos preços nacionais. com o fim da paridade, o valor pago na bomba, fica mais justo e real. link",0
@user aql trem lá?,0
"@user meu deus se uma coisa dessa aproxima do meu filho e ainda bj eca, eu processo, jamais quero bandido perto dos meus",0
transforma em ódio bicho ???? link,0
@user to ok meio xoxo e vc flor,0
@user seeeeee.... manga d pelotudos,0
"@user dia do rios, mês do weverton e ano fabinho",0
@user oiiii amo voce amor,0
"sustentável pra quem? a meri pobo agropecuária ltda não hesita em exibir o título de ""maior produtora de acerola orgânica"" no país, ao mesmo tempo que atrasa salários, corta lagoas com construções sem estudos de impacto ambiental. link",0
@user ótimo dia para você e os seus!,0
pera aí kkkk o show também vai ser transmitido no weverse? gente essa empresa não tá mt bem da cabeça n kkkkk que idiotice eh essa,0
@user @user até nisso lula e bolsonaro são parecidos!,0
não vejo a hora de da o fds pra ir pra roça,0
@user @user @user sem o feminismo ela não teria tido a oportunidade de conseguir estudar nem na frança,0
o twitter foi sequestrado pela extrema direita muito antes do bilionário vadio comprar a plataforma. esse é um ambiente controlado pelos consórcios mentirosos de desinformação e ódio. esses extremistas escrotos estão em desespero pois o stf trabalha para enquadra-los.,1
"@user não adianta perseguir os bolsonaros, não tem como comparar encontrar 53 milhão em apartamento, recuperar 6 bilhões, dos trilhões da corrupção de governos petistas.",0
"vai ser tipo a cena dos vingadores pra luta contra o thanos que todos os heróis se juntam, ma aqui vai ser o efapi, vila real, líder, centro, são pedro, esplanada se juntando contra a junia ea loira kkkkkkkkkkkkkkkkkkkk",0
@user seu pix caiu minha foto sumio,0
